NAME,VALUE,SETBY
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.VisibilityBitmask,0,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.MaxMultibounceAlbedo,0.5,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.SlopeCompareToleranceScale,0.5,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.Temporal,1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.Temporal.NeighborhoodClampScale,1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI,0,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI.HistoryDepthTestRelativeThickness,0.0005,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI.MaxRayIntensity,5,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI.MaxScreenFraction,0.1,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterHalfKernelSize,1,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterMaxRadianceHitAngle,10,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterNumPasses,3,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterPositionWeightScale,1000,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterProbes,1,Constructor
r.Lumen.ScreenProbeGather.StochasticInterpolation,0,Scalability
r.Lumen.ScreenProbeGather.Temporal,1,Constructor
r.Lumen.ScreenProbeGather.Temporal.ClearHistoryEveryFrame,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.DebugForceTracesMoving,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.DistanceThreshold,0.01,Constructor
r.Lumen.ScreenProbeGather.Temporal.DistanceThresholdForFoliage,0.03,Constructor
r.Lumen.ScreenProbeGather.Temporal.FastUpdateModeUseNeighborhoodClamp,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.FractionOfLightingMovingForFastUpdateMode,0.1,Constructor
r.Lumen.ScreenProbeGather.Temporal.MaxFastUpdateModeAmount,0.9,Constructor
r.Lumen.ScreenProbeGather.Temporal.MaxFramesAccumulated,10,Constructor
r.Lumen.ScreenProbeGather.Temporal.MaxRayDirections,8,Constructor
r.Lumen.ScreenProbeGather.Temporal.NormalThreshold,45,Constructor
r.Lumen.ScreenProbeGather.Temporal.RejectBasedOnNormal,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.RelativeSpeedDifferenceToConsiderLightingMoving,0.005,Constructor
r.Lumen.ScreenProbeGather.TemporalFilterProbes,0,Constructor
r.Lumen.ScreenProbeGather.TemporalFilterProbes.HistoryDistanceThreshold,30,Constructor
r.Lumen.ScreenProbeGather.TemporalFilterProbes.HistoryWeight,0.5,Constructor
r.Lumen.ScreenProbeGather.TileDebugMode,0,Constructor
r.Lumen.ScreenProbeGather.TraceMeshSDFs,1,Constructor
r.Lumen.ScreenProbeGather.TracingOctahedronResolution,8,Scalability
r.Lumen.ScreenProbeGather.TwoSidedFoliageBackfaceDiffuse,1,Scalability
r.Lumen.ScreenProbeGather.VisualizeTraces,0,Constructor
r.Lumen.ScreenProbeGather.VisualizeTracesFreeze,0,Constructor
r.Lumen.ScreenProbeGather.WaveOps,true,Constructor
r.Lumen.ScreenTracingSource,0,Constructor
r.Lumen.SkylightLeaking.ReflectionAverageAlbedo,0.25,Constructor
r.Lumen.SkylightLeaking.Roughness,0.3,Constructor
r.Lumen.StereoOptimizations,1,Constructor
r.Lumen.Supported,1,Constructor
r.Lumen.Supported.SM5,0,Constructor
r.Lumen.SurfaceCache.HeightfieldCaptureMargin,100,Constructor
r.Lumen.ThreadGroupSize32,1,Constructor
r.Lumen.TraceDistanceScale,1,Constructor
r.Lumen.TraceMeshSDFs,1,ProjectSetting
r.Lumen.TraceMeshSDFs.Allow,1,Scalability
r.Lumen.TraceMeshSDFs.TraceDistance,180,Constructor
r.Lumen.TranslucencyReflections.ClipmapFadeSize,4,Constructor
r.Lumen.TranslucencyReflections.FrontLayer.Allow,1,Scalability
r.Lumen.TranslucencyReflections.FrontLayer.DepthThreshold,1024,Constructor
r.Lumen.TranslucencyReflections.FrontLayer.Enable,0,Scalability
r.Lumen.TranslucencyReflections.FrontLayer.EnableForProject,0,Constructor
r.Lumen.TranslucencyReflections.HZBOcclusionTest,true,Constructor
r.Lumen.TranslucencyReflections.MarkDownsampleFactor,4,Constructor
r.Lumen.TranslucencyReflections.RadianceCache,1,Constructor
r.Lumen.TranslucencyReflections.ReprojectionRadiusScale,10,Constructor
r.Lumen.TranslucencyVolume.Enable,1,Constructor
r.Lumen.TranslucencyVolume.EndDistanceFromCamera,8000,Constructor
r.Lumen.TranslucencyVolume.GridCenterOffsetFromDepthBuffer,0.5,Constructor
r.Lumen.TranslucencyVolume.GridDistributionLogZOffset,1,Constructor
r.Lumen.TranslucencyVolume.GridDistributionLogZScale,0.01,Constructor
r.Lumen.TranslucencyVolume.GridDistributionZScale,4,Constructor
r.Lumen.TranslucencyVolume.GridPixelSize,32,Scalability
r.Lumen.TranslucencyVolume.HardwareRayTracing,1,Constructor
r.Lumen.TranslucencyVolume.MaxRayIntensity,20,Constructor
r.Lumen.TranslucencyVolume.OffsetThresholdToAcceptDepthBufferOffset,1,Constructor
r.Lumen.TranslucencyVolume.RadianceCache,1,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.ClipmapDistributionBase,2,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.ClipmapWorldExtent,2500,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.FarField,0,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.GridResolution,24,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.NumMipmaps,3,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.NumProbesToTraceBudget,70,Scalability
r.Lumen.TranslucencyVolume.RadianceCache.ProbeAtlasResolutionInProbes,128,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.ProbeResolution,8,Scalability
r.Lumen.TranslucencyVolume.RadianceCache.ReprojectionRadiusScale,10,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.Stats,0,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.Visualize,0,Constructor
r.Lumen.TranslucencyVolume.SpatialFilter,1,Constructor
r.Lumen.TranslucencyVolume.SpatialFilter.SampleCount,3,Constructor
r.Lumen.TranslucencyVolume.SpatialFilter.StandardDeviation,5,Constructor
r.Lumen.TranslucencyVolume.Temporal.HistoryWeight,0.9,Constructor
r.Lumen.TranslucencyVolume.Temporal.Jitter,1,Constructor
r.Lumen.TranslucencyVolume.Temporal.MaxRayDirections,8,Constructor
r.Lumen.TranslucencyVolume.TemporalReprojection,1,Constructor
r.Lumen.TranslucencyVolume.TraceFromVolume,0,Console
r.Lumen.TranslucencyVolume.TraceStepFactor,2,Constructor
r.Lumen.TranslucencyVolume.TracingOctahedronResolution,3,Scalability
r.Lumen.TranslucencyVolume.VoxelTraceStartDistanceScale,1,Constructor
r.Lumen.UsesLightFunctionAtlas,1,Constructor
r.Lumen.Visualize,0,Constructor
r.Lumen.Visualize.CardGenerationCluster,0,Constructor
r.Lumen.Visualize.CardGenerationClusterScale,1,Constructor
r.Lumen.Visualize.CardGenerationMaxSurfel,-1,Constructor
r.Lumen.Visualize.CardGenerationSurfels,0,Constructor
r.Lumen.Visualize.CardGenerationSurfelScale,1,Constructor
r.Lumen.Visualize.CardInterpolateInfluenceRadius,10,Constructor
r.Lumen.Visualize.CardPlacement,0,Constructor
r.Lumen.Visualize.CardPlacementDirection,-1,Constructor
r.Lumen.Visualize.CardPlacementDistance,5000,Constructor
r.Lumen.Visualize.CardPlacementIndex,-1,Constructor
r.Lumen.Visualize.CardPlacementLOD,0,Constructor
r.Lumen.Visualize.CardPlacementPrimitives,0,Constructor
r.Lumen.Visualize.ConeAngle,0,Constructor
r.Lumen.Visualize.ConeStepFactor,2,Constructor
r.Lumen.Visualize.CullingMode,0,Constructor
r.Lumen.Visualize.GridPixelSize,32,Constructor
r.Lumen.Visualize.HardwareRayTracing,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.BucketMaterials,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.Compact,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.DeferredMaterial,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.DeferredMaterial.TileDimension,64,Constructor
r.Lumen.Visualize.HardwareRayTracing.FarField,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.HitLighting,0,Constructor
r.Lumen.Visualize.HiResSurface,1,Constructor
r.Lumen.Visualize.IndirectDiffuse,0,Constructor
r.Lumen.Visualize.MaxMeshSDFTraceDistance,-1,Constructor
r.Lumen.Visualize.MaxTraceDistance,100000,Constructor
r.Lumen.Visualize.MinTraceDistance,0,Constructor
r.Lumen.Visualize.RayTracingGroups,0,Constructor
r.Lumen.Visualize.SurfaceCacheFeedback,0,Constructor
r.Lumen.Visualize.ToneMap,true,Constructor
r.Lumen.Visualize.TraceMeshSDFs,1,Constructor
r.Lumen.Visualize.TraceRadianceCache,0,Constructor
r.Lumen.Visualize.UseShaderPrintForTraces,1,Constructor
r.Lumen.Visualize.ViewMode,,Constructor
r.Lumen.WaveOps,1,Constructor
r.LumenScene.DirectLighting,1,Constructor
r.LumenScene.DirectLighting.BatchShadows,2,Constructor
r.LumenScene.DirectLighting.CloudTransmittance,1,Constructor
r.LumenScene.DirectLighting.CullToTileDepthRange,1,Constructor
r.LumenScene.DirectLighting.GlobalSDF.ShadowRayBias,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.AdaptiveShadowTracing,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.EndBias,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.FarField,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.ForceTwoSided,0,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.HeightfieldProjectionBias,0,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.HeightfieldProjectionBiasSearchRadius,256,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.ShadowRayBias,1,Constructor
r.LumenScene.DirectLighting.Heightfield.ShadowRayBias,2,Constructor
r.LumenScene.DirectLighting.MaxLightsPerTile,8,Scalability
r.LumenScene.DirectLighting.MeshSDF.ShadowRayBias,2,Constructor
r.LumenScene.DirectLighting.OffscreenShadowing.TraceMeshSDFs,1,Constructor
r.LumenScene.DirectLighting.OffscreenShadowingTraceStepFactor,5,Constructor
r.LumenScene.DirectLighting.Stochastic,0,Constructor
r.LumenScene.DirectLighting.Stochastic.Debug,0,Constructor
r.LumenScene.DirectLighting.Stochastic.MinWeight,0.001,Constructor
r.LumenScene.DirectLighting.Stochastic.SamplePerTexel,1,Constructor
r.LumenScene.DirectLighting.Stochastic.Temporal,1,Constructor
r.LumenScene.DirectLighting.Stochastic.Temporal.MaxFramesAccumulated,12,Constructor
r.LumenScene.DirectLighting.Stochastic.Temporal.NeighborhoodClampScale,2,Constructor
r.LumenScene.DirectLighting.UpdateFactor,32,Scalability
r.LumenScene.DumpStats,0,Constructor
r.LumenScene.FarField,0,Constructor
r.LumenScene.FarField.FarFieldDitherScale,200,Constructor
r.LumenScene.FarField.MaxTraceDistance,1e+06,Constructor
r.LumenScene.FarField.OcclusionOnly,0,Constructor
r.LumenScene.FastCameraMode,0,Constructor
r.LumenScene.GlobalSDF.ClipmapExtent,2500,Constructor
r.LumenScene.GlobalSDF.CoveredExpandSurfaceScale,1,Constructor
r.LumenScene.GlobalSDF.DitheredTransparencyStepThreshold,0.5,Constructor
r.LumenScene.GlobalSDF.DitheredTransparencyTraceThreshold,0.9,Constructor
r.LumenScene.GlobalSDF.NotCoveredExpandSurfaceScale,0.6,Constructor
r.LumenScene.GlobalSDF.NotCoveredMinStepScale,4,Constructor
r.LumenScene.GlobalSDF.Resolution,252,Constructor
r.LumenScene.GlobalSDF.SimpleCoverageBasedExpand,0,Constructor
r.LumenScene.GPUDrivenUpdate,0,Constructor
r.LumenScene.Heightfield.CullForView,1,Constructor
r.LumenScene.Heightfield.FroxelCulling,1,Constructor
r.LumenScene.Heightfield.MaxTracingSteps,32,Constructor
r.LumenScene.Heightfield.ReceiverBias,0.01,Constructor
r.LumenScene.Heightfield.Tracing,1,Constructor
r.LumenScene.Lighting.AsyncCompute,1,Constructor
r.LumenScene.Lighting.Feedback,1,Constructor
r.LumenScene.Lighting.ForceLightingUpdate,0,Constructor
r.LumenScene.Lighting.MaxDistanceFromFrustumToPrioritize,500,Constructor
r.LumenScene.Lighting.Stats,0,Constructor
r.LumenScene.MeshCardsPerTask,128,Constructor
r.LumenScene.ParallelUpdate,1,Constructor
r.LumenScene.PrimitivesPerTask,128,Constructor
r.LumenScene.PropagateGlobalLightingChange,1,Constructor
r.LumenScene.Radiosity,1,Constructor
r.LumenScene.Radiosity.Debug,false,Constructor
r.LumenScene.Radiosity.DistanceFieldSurfaceBias,10,Constructor
r.LumenScene.Radiosity.DistanceFieldSurfaceSlopeBias,10,Constructor
r.LumenScene.Radiosity.HardwareRayTracing,1,Constructor
r.LumenScene.Radiosity.HardwareRayTracing.SlopeSurfaceBias,0.2,Constructor
r.LumenScene.Radiosity.HardwareRayTracing.SurfaceBias,0.1,Constructor
r.LumenScene.Radiosity.HemisphereProbeResolution,4,Scalability
r.LumenScene.Radiosity.MaxRayIntensity,40,Constructor
r.LumenScene.Radiosity.ProbeOcclusion,0,Constructor
r.LumenScene.Radiosity.ProbeOcclusionStrength,0.5,Constructor
r.LumenScene.Radiosity.ProbePlaneWeighting,1,Constructor
r.LumenScene.Radiosity.ProbeSpacing,4,Scalability
r.LumenScene.Radiosity.SpatialFilterProbes,1,Constructor
r.LumenScene.Radiosity.SpatialFilterProbes.KernelSize,1,Constructor
r.LumenScene.Radiosity.SpatialFilterProbes.PlaneWeightingDepthScale,-100,Constructor
r.LumenScene.Radiosity.Temporal,1,Constructor
r.LumenScene.Radiosity.Temporal.FixedJitterIndex,-1,Constructor
r.LumenScene.Radiosity.Temporal.MaxFramesAccumulated,4,Constructor
r.LumenScene.Radiosity.UpdateFactor,64,Scalability
r.LumenScene.Radiosity.VisualizeProbeRadius,10,Constructor
r.LumenScene.Radiosity.VisualizeProbes,0,Constructor
r.LumenScene.Radiosity.VisualizeProbes.ShowInvalid,0,Constructor
r.LumenScene.Stats,0,Constructor
r.LumenScene.SurfaceCache.AllowCardDownsampleFromSelf,1,Constructor
r.LumenScene.SurfaceCache.AllowCardSharing,1,Constructor
r.LumenScene.SurfaceCache.AllowPersistOnVisibilityChange,1,Constructor
r.LumenScene.SurfaceCache.AtlasSize,4096,Constructor
r.LumenScene.SurfaceCache.CaptureNaniteLandscapes,0,Constructor
r.LumenScene.SurfaceCache.CardCaptureEnableInvalidation,1,Constructor
r.LumenScene.SurfaceCache.CardCaptureFactor,64,Constructor
r.LumenScene.SurfaceCache.CardCaptureMargin,0,Constructor
r.LumenScene.SurfaceCache.CardCaptureRefreshFraction,0.125,Constructor
r.LumenScene.SurfaceCache.CardCapturesPerFrame,300,Constructor
r.LumenScene.SurfaceCache.CardFixedDebugResolution,-1,Constructor
r.LumenScene.SurfaceCache.CardMaxResolution,512,Constructor
r.LumenScene.SurfaceCache.CardMaxTexelDensity,0.2,Constructor
r.LumenScene.SurfaceCache.CardMinResolution,4,Constructor
r.LumenScene.SurfaceCache.CardTexelDensityScale,100,Constructor
r.LumenScene.SurfaceCache.Compress,1,Constructor
r.LumenScene.SurfaceCache.CullUndergroundTexels,0,Constructor
r.LumenScene.SurfaceCache.CullUndergroundTexels.HeightBias,30,Constructor
r.LumenScene.SurfaceCache.DetectCardSharingCompatibility,1,Constructor
r.LumenScene.SurfaceCache.DilationMode,0,Constructor
r.LumenScene.SurfaceCache.FarField.CardDistance,40000,Constructor
r.LumenScene.SurfaceCache.FarField.CardTexelDensity,0.001,Constructor
r.LumenScene.SurfaceCache.Feedback,1,Constructor
r.LumenScene.SurfaceCache.Feedback.MinPageHits,16,Constructor
r.LumenScene.SurfaceCache.Feedback.ResLevelBias,-0.5,Constructor
r.LumenScene.SurfaceCache.Feedback.TileSize,16,Constructor
r.LumenScene.SurfaceCache.Feedback.UniqueElements,1024,Constructor
r.LumenScene.SurfaceCache.ForceEvictHiResPages,0,Constructor
r.LumenScene.SurfaceCache.Freeze,0,Constructor
r.LumenScene.SurfaceCache.FreezeUpdateFrame,0,Constructor
r.LumenScene.SurfaceCache.LogUpdates,0,Constructor
r.LumenScene.SurfaceCache.MeshCardsCullFaces,1,Constructor
r.LumenScene.SurfaceCache.MeshCardsDebugSingleCard,-1,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergeComponents,1,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergedCardMinSurfaceArea,0.05,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergedMaxWorldSize,10000,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergedResolutionScale,0.3,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergeInstances,0,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergeInstancesMaxSurfaceAreaRatio,1.7,Constructor
r.LumenScene.SurfaceCache.MeshCardsMinSize,10,Constructor
r.LumenScene.SurfaceCache.MeshTargetScreenSize,0.15,Constructor
r.LumenScene.SurfaceCache.Nanite.AsyncRasterization,0,Constructor
r.LumenScene.SurfaceCache.Nanite.MultiView,1,Constructor
r.LumenScene.SurfaceCache.NaniteLandscapeLODScaleFactor,1,Constructor
r.LumenScene.SurfaceCache.NaniteLODScaleFactor,1,Constructor
r.LumenScene.SurfaceCache.NumFramesToKeepUnusedPages,256,Constructor
r.LumenScene.SurfaceCache.RecaptureEveryFrame,0,Constructor
r.LumenScene.SurfaceCache.RemovesPerFrame,512,Constructor
r.LumenScene.SurfaceCache.ResampleLighting,1,Constructor
r.LumenScene.SurfaceCache.Reset,0,Constructor
r.LumenScene.SurfaceCache.ResetEveryNthFrame,0,Constructor
r.LumenScene.UpdateViewOrigin,1,Constructor
r.LumenScene.UploadEveryFrame,0,Constructor
r.LumenScene.ViewOriginDistanceThreshold,100,Constructor
r.LumenScene.VisualizePrimitiveGroups,0,Constructor
r.LUT.Size,32,Constructor
r.LUT.UpdateEveryFrame,0,Constructor
r.Material.CullIntermediateUniformExpressions,true,Constructor
r.Material.DefaultAutoMaterialUsage,1,Constructor
r.Material.EnableTranslationLogFile,false,Constructor
r.Material.EnergyConservation,0,Constructor
r.Material.ExcludeNonPipelinedShaders,1,Constructor
r.Material.IgnoreLVFUsageMode,0,Constructor
r.Material.PedanticErrorChecksEnabled,false,Constructor
r.Material.PreshaderGapInterval,32,Constructor
r.Material.RoughDiffuse,0,Constructor
r.Material.ShaderMapDump,,Constructor
r.Material.ShadingPathNodeOverride,-1,Constructor
r.Material.Translator.DebugBreakOnPoison,false,Constructor
r.Material.Translator.DebugDump,0,Constructor
r.Material.Translator.DumpUseGraphOpts.EnableSuccessors,false,Constructor
r.Material.Translator.EnableNew,false,Constructor
r.MaterialCache.CommandCaching,false,Constructor
r.MaterialCache.Enabled,true,Constructor
r.MaterialCache.StaticMesh.EnableViewportFromVS,true,Constructor
r.MaterialCache.Support,false,Constructor
r.MaterialCache.TileBorderWidth,4,Constructor
r.MaterialCache.TileWidth,128,Constructor
r.MaterialCache.VertexInvariant.Enable,true,Constructor
r.MaterialEditor.AnalyticDeriv,1,Constructor
r.MaterialEditor.AnalyticDeriv.DebugEmitInvalidDerivTokens,0,Constructor
r.MaterialEditor.AnalyticDeriv.DebugGenerateAllFunctions,0,Constructor
r.MaterialEditor.AnalyticDeriv.DebugTextureSample,0,Constructor
r.MaterialEditor.EnableTextureValidation,true,Constructor
r.MaterialEditor.LWCEnabled,1,Constructor
r.MaterialEditor.LWCTruncateMode,2,Constructor
r.MaterialEditor.MaxDerivedMaterialInstances,-1,Constructor
r.MaterialEditor.PreshaderDumpToHLSL,true,Constructor
r.MaterialEditor.UseDevShaders,1,Constructor
r.MaterialLogErrorOnFailure,false,Constructor
r.MaterialQualityLevel,1,Scalability
r.MaterialsDuplicateVerbatim,false,Constructor
r.MaxAnisotropy,8,Scalability
r.MaxCSMRadiusToAllowPerObjectShadows,8000,Constructor
r.MaxQualityMode,0,Constructor
r.MaxVertexBytesAllocatedPerFrame,33554432,Constructor
r.MegaLights.Allowed,1,Constructor
r.MegaLights.Debug,0,Constructor
r.MegaLights.Debug.CursorX,-1,Constructor
r.MegaLights.Debug.CursorY,-1,Constructor
r.MegaLights.Debug.LightId,-1,Constructor
r.MegaLights.Debug.TileClassification,0,Constructor
r.MegaLights.Debug.TraceStats,false,Constructor
r.MegaLights.Debug.VisualizeLight,0,Constructor
r.MegaLights.Debug.VisualizeLightLoopIterations,0,Constructor
r.MegaLights.DefaultShadowMethod,0,Constructor
r.MegaLights.DirectionalLights,0,Constructor
r.MegaLights.DirectionalLightSampleFraction,0.5,Constructor
r.MegaLights.DistantScreenTraces,2,Constructor
r.MegaLights.DistantScreenTraces.DepthThreshold,2,Constructor
r.MegaLights.DistantScreenTraces.Length,0.2,Constructor
r.MegaLights.DownsampleMode,2,Constructor
r.MegaLights.EnableForProject,0,Constructor
r.MegaLights.FixedStateFrameIndex,-1,Constructor
r.MegaLights.GuideByHistory,2,Constructor
r.MegaLights.GuideByHistory.AreaLightHiddenWeight,0.25,Constructor
r.MegaLights.GuideByHistory.Filter,0,Constructor
r.MegaLights.GuideByHistory.LightHiddenWeight,0.1,Constructor
r.MegaLights.GuideByHistory.LightHiddenWeightForHistoryMiss,0.4,Constructor
r.MegaLights.Hair.ScreenTraces,true,Constructor
r.MegaLights.Hair.ScreenTraces.Bias,1,Constructor
r.MegaLights.HairStrands,1,Constructor
r.MegaLights.HairStrands.Debug,0,Constructor
r.MegaLights.HairStrands.DownsampleMode,0,Constructor
r.MegaLights.HairStrands.NumSamplesPerPixel,4,Constructor
r.MegaLights.HairStrands.ScreenTraces,false,Constructor
r.MegaLights.HairStrands.SubPixelShading,0,Constructor
r.MegaLights.HairStrands.Transmittance.ScreenTrace,1,Constructor
r.MegaLights.HairStrands.Transmittance.ScreenTraceLength,10,Constructor
r.MegaLights.HairVoxelTraces,1,Constructor
r.MegaLights.HardwareRayTracing,1,Constructor
r.MegaLights.HardwareRayTracing.Bias,1,Constructor
r.MegaLights.HardwareRayTracing.EndBias,1,Constructor
r.MegaLights.HardwareRayTracing.EvaluateMaterialMode,0,Constructor
r.MegaLights.HardwareRayTracing.FarField,0,Constructor
r.MegaLights.HardwareRayTracing.FarField.Bias,200,Constructor
r.MegaLights.HardwareRayTracing.FarField.MaxDistance,100000000,Constructor
r.MegaLights.HardwareRayTracing.ForceTwoSided,true,Constructor
r.MegaLights.HardwareRayTracing.Inline,1,Constructor
r.MegaLights.HardwareRayTracing.MaxIterations,8192,Constructor
r.MegaLights.HardwareRayTracing.MeshSectionVisibilityTest,0,Constructor
r.MegaLights.HardwareRayTracing.NormalBias,0.1,Constructor
r.MegaLights.HardwareRayTracing.PullbackBias,1,Constructor
r.MegaLights.IESProfiles,1,Constructor
r.MegaLights.LightFunctions,1,Constructor
r.MegaLights.LightIndexScalarizationThreshold,1,Constructor
r.MegaLights.LightingChannels,true,Constructor
r.MegaLights.LightingDataFormat,0,Constructor
r.MegaLights.MaxShadingWeight,20,Constructor
r.MegaLights.MinSampleClampingWeight,0.01,Constructor
r.MegaLights.MinSampleWeight,0.001,Constructor
r.MegaLights.NumSamplesPerPixel,4,Constructor
r.MegaLights.Reference.DebuggedPassIndex,-1,Constructor
r.MegaLights.Reference.NumShadingPass,1,Constructor
r.MegaLights.Reference.OffsetToStateFrameIndex,0,Constructor
r.MegaLights.Reset,0,Constructor
r.MegaLights.ResetEveryNthFrame,0,Constructor
r.MegaLights.ScreenTraces,1,Constructor
r.MegaLights.ScreenTraces.MaxDistance,100,Constructor
r.MegaLights.ScreenTraces.MaxIterations,50,Constructor
r.MegaLights.ScreenTraces.MinimumOccupancy,0,Constructor
r.MegaLights.ScreenTraces.RelativeDepthThickness,0.005,Constructor
r.MegaLights.ScreenTraces.RelativeDepthThicknessWhenNoFallback,0.01,Constructor
r.MegaLights.ShadingConfidence,1,Constructor
r.MegaLights.SimpleLightMode,1,Constructor
r.MegaLights.SoftwareRayTracing.Allow,0,Constructor
r.MegaLights.Spatial,true,Constructor
r.MegaLights.Spatial.DepthWeightScale,10000,Constructor
r.MegaLights.Spatial.KernelRadius,8,Constructor
r.MegaLights.Spatial.MaxDisocclusionFrames,3,Constructor
r.MegaLights.Spatial.NumSamples,4,Constructor
r.MegaLights.Temporal,true,Constructor
r.MegaLights.Temporal.MaxFramesAccumulated,12,Constructor
r.MegaLights.Temporal.MinFramesAccumulatedForHighConfidence,2,Constructor
r.MegaLights.Temporal.MinFramesAccumulatedForHistoryMiss,4,Constructor
r.MegaLights.Temporal.NeighborhoodClampScale,1,Constructor
r.MegaLights.TexturedRectLights,1,Constructor
r.MegaLights.TranslucencyVolume,1,Constructor
r.MegaLights.TranslucencyVolume.Debug,0,Constructor
r.MegaLights.TranslucencyVolume.DownsampleFactor,2,Constructor
r.MegaLights.TranslucencyVolume.GuideByHistory,1,Constructor
r.MegaLights.TranslucencyVolume.GuideByHistory.Filter,1,Constructor
r.MegaLights.TranslucencyVolume.LightFunctions,1,Constructor
r.MegaLights.TranslucencyVolume.MaxShadingWeight,20,Constructor
r.MegaLights.TranslucencyVolume.MinSampleWeight,0.1,Constructor
r.MegaLights.TranslucencyVolume.NumSamplesPerVoxel,2,Constructor
r.MegaLights.TranslucencyVolume.Spatial,1,Constructor
r.MegaLights.TranslucencyVolume.Temporal,1,Constructor
r.MegaLights.Volume,1,Constructor
r.MegaLights.Volume.Debug,0,Constructor
r.MegaLights.Volume.DebugSliceIndex,16,Constructor
r.MegaLights.Volume.DepthDistributionScale,32,Constructor
r.MegaLights.Volume.DownsampleMode,2,Constructor
r.MegaLights.Volume.GridPixelSize,8,Constructor
r.MegaLights.Volume.GridSizeZ,128,Constructor
r.MegaLights.Volume.GuideByHistory,1,Constructor
r.MegaLights.Volume.GuideByHistory.Filter,1,Constructor
r.MegaLights.Volume.HZBOcclusionTest,1,Constructor
r.MegaLights.Volume.LightFunctions,1,Constructor
r.MegaLights.Volume.MaxShadingWeight,20,Constructor
r.MegaLights.Volume.MinSampleWeight,0.1,Constructor
r.MegaLights.Volume.NumSamplesPerVoxel,2,Constructor
r.MegaLights.Volume.Unified,1,Constructor
r.MegaLights.Volume.WorldSpaceTraces,1,Constructor
r.MegaLights.VSM.MarkPages,1,Constructor
r.MegaLights.WaveOps,1,Constructor
r.MegaLights.WorldSpaceTraces,1,Constructor
r.MeshCardRepresentation,1,Constructor
r.MeshCardRepresentation.Async,1,Constructor
r.MeshCardRepresentation.Debug,0,Constructor
r.MeshCardRepresentation.Debug.SurfelDirection,-1,Constructor
r.MeshCardRepresentation.MinDensity,0.2,Constructor
r.MeshCardRepresentation.NormalTreshold,0.25,Constructor
r.MeshCardRepresentation.ParallelBuild,1,Constructor
r.MeshCardRepresentation.SkeletalMesh,1,Constructor
r.MeshDeformerMaxLOD,-1,Constructor
r.MeshDrawCommands.AllowOnDemandShaderCreation,1,Constructor
r.MeshDrawCommands.BatchSize,12,Constructor
r.MeshDrawCommands.CacheMultithreaded,1,Constructor
r.MeshDrawCommands.DynamicInstancing,1,Constructor
r.MeshDrawCommands.LogDynamicInstancingStats,0,Constructor
r.MeshDrawCommands.LogMeshDrawCommandMemoryStats,0,Constructor
r.MeshDrawCommands.ParallelPassSetup,1,Constructor
r.MeshDrawCommands.Stats,0,Constructor
r.MeshDrawCommands.UseCachedCommands,1,Constructor
r.MeshDrawCommands.UseVertexCount,0,Constructor
